T_len,rho,R2_target,phi_f,phi_eta,phi_u,z,rmsfe_base,rmsfe_rs,rel_rmsfe,rmse_pooled_base,rmse_pooled_rs,bias_base,var_base,bias_rs,var_rs,Q_ols,Q_rs_bag,Q_rs_subavg,L_ols,L_rs_bag,L_rs_subavg
500,0.000000,0.500000,0.3,0.7,0.0,24,1.211269,1.103091,0.910691,1.228844,1.117543,0.000007,1.510051,0.000123,1.248780,1.000386,1.107109,1.238685,1.100639,1.159187,1.296952
500,0.000000,0.500000,0.3,0.7,0.0,25,1.211269,1.101548,0.909417,1.228844,1.115929,0.000007,1.510051,0.000138,1.245159,1.000386,1.098022,1.227216,1.100639,1.151918,1.287454
500,0.000000,0.500000,0.3,0.7,0.0,26,1.211269,1.100380,0.908453,1.228844,1.114672,0.000007,1.510051,0.000140,1.242353,1.000386,1.089470,1.215989,1.100639,1.145175,1.278163
500,0.000000,0.500000,0.3,0.7,0.0,27,1.211269,1.099235,0.907507,1.228844,1.113454,0.000007,1.510051,0.000155,1.239626,1.000386,1.081423,1.204992,1.100639,1.138928,1.269068
500,0.000000,0.500000,0.3,0.7,0.0,28,1.211269,1.098651,0.907025,1.228844,1.112841,0.000007,1.510051,0.000166,1.238249,1.000386,1.073885,1.194235,1.100639,1.133186,1.260182
500,0.000000,0.500000,0.3,0.7,0.0,29,1.211269,1.098184,0.906640,1.228844,1.112306,0.000007,1.510051,0.000186,1.237040,1.000386,1.066768,1.183639,1.100639,1.127857,1.251421
500,0.000000,0.500000,0.3,0.7,0.0,30,1.211269,1.097855,0.906368,1.228844,1.111937,0.000007,1.510051,0.000188,1.236216,1.000386,1.060127,1.173300,1.100639,1.123004,1.242890
500,0.000000,0.500000,0.3,0.7,0.0,31,1.211269,1.097607,0.906163,1.228844,1.111679,0.000007,1.510051,0.000204,1.235627,1.000386,1.053880,1.163109,1.100639,1.118542,1.234473
500,0.000000,0.500000,0.3,0.7,0.0,32,1.211269,1.097609,0.906165,1.228844,1.111600,0.000007,1.510051,0.000219,1.235435,1.000386,1.048073,1.153155,1.100639,1.114522,1.226267
500,0.000000,0.500000,0.3,0.7,0.0,33,1.211269,1.097946,0.906443,1.228844,1.111883,0.000007,1.510051,0.000229,1.236055,1.000386,1.042637,1.143359,1.100639,1.110873,1.218189
